departamento;distrito;barrio
CENTRAL;LIMPIO;RINCON DEL PEÑON VILLA JARDIN
CENTRAL;LIMPIO;ASENT. VILLA NAVIDAD
CENTRAL;LIMPIO;RINCON DEL PEÑON 15 DE AGOSTO
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG POZO AMARILLO-NUEVA UNION
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;AGUARAY
CONCEPCION;SAN LAZARO;VALLEMI SAN MARTIN SUB-URBANO
CENTRAL;LIMPIO;AGUAPEY
CENTRAL;LIMPIO;RINCON DEL PEÑON SAN BLAS
CENTRAL;LIMPIO;VILLA SAN MIGUEL
CENTRAL;LIMPIO;RINCON DEL PEÑON LAS MERCEDES
CENTRAL;LIMPIO;FRACCION SAN MARCOS 1 Y 2
CENTRAL;LIMPIO;MBAJUE SAN FRANCISCO
GUAIRA;SAN SALVADOR;SAN MIGUEL
CENTRAL;LIMPIO;COSTA AZUL
CENTRAL;LIMPIO;ASENT. VILLA CRISTINA SALADO
CENTRAL;ITAUGUA;CONAVI MBOKAJATY 1
CENTRAL;LAMBARE;SANTA LUISA
CENTRAL;LIMPIO;CENTRO CAACUPEMI
CENTRAL;LIMPIO;ASENT. SAN  CAYETANO SALADO
CENTRAL;LIMPIO;ASENT. CARMEN SOLER SALADO
CENTRAL;LIMPIO;MBAJUE SAN AGUSTIN
CENTRAL;LAMBARE;SAN ROQUE GONZALEZ DE SANTACRUZ
SAN PEDRO;SANTA ROSA DEL AGUARAY;SAN ROQUE 1
CENTRAL;LAMBARE;SANTA LUCIA
CONCEPCION;HORQUETA;NARANJATY´I
GUAIRA;JOSE FASSARDI;SAN JUAN
CENTRAL;LAMBARE;SAN ANTONIO
CENTRAL;LAMBARE;SAN ISIDRO
CENTRAL;ITAUGUA;SANTA ANA
CENTRAL;LAMBARE;VALLE APU'A II
CONCEPCION;SAN LAZARO;VALLEMI SAN GERARDO SUB-URBANO
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE - CALLE 1RO. DE MARZO
CENTRAL;LAMBARE;VALLE APU'A I
CONCEPCION;LORETO;PERPETUO SOCORRO
CENTRAL;LAMBARE;VILLA CERRO CORA
CENTRAL;LAMBARE;CAÑADA SAN MIGUEL
CENTRAL;LAMBARE;VILLA VIRGINIA
CONCEPCION;SAN LAZARO;TRES CERROS
CONCEPCION;SGTO. JOSE FELIX LOPEZ;UNION
CENTRAL;LAMBARE;VALLE YVATE
CENTRAL;LAMBARE;PARQUES DEL YACHT
CENTRAL;LAMBARE;LA VICTORIA
CENTRAL;LAMBARE;MBACHIO II
CENTRAL;LAMBARE;PILAR
CENTRAL;ITAUGUA;CONAVI MBOKAJATY 2
CENTRAL;LAMBARE;PUERTO PABLA
CENTRAL;LAMBARE;SANTA ROSA I
CENTRAL;LAMBARE;CUATRO MOJONES
CONCEPCION;LORETO;ZANJA KUE ROSARIO
CENTRAL;LAMBARE;SANTO DOMINGO
CENTRAL;LAMBARE;PANAMBIRETA
CENTRAL;LAMBARE;PALOMAR
CENTRAL;LAMBARE;SAN RAFAEL
CENTRAL;LAMBARE;MARISCAL LOPEZ
CENTRAL;LAMBARE;FELICIDAD
CONCEPCION;SAN LAZARO;SAN ANTONIO
CENTRAL;LAMBARE;SANTA ROSA II
CENTRAL;ITAUGUA;VILLA ALTA
CENTRAL;ITAUGUA;ESTANZUELA
CENTRAL;ITAUGUA;SAN MIGUEL
CENTRAL;ITAUGUA;SAN JOSE OBRERO
CENTRAL;ITAUGUA;PATIÑO
CENTRAL;ITAUGUA;CAÑADITA
CENTRAL;ITAUGUA;CORAZON DE JESUS
CENTRAL;ITAUGUA;SAN JUAN 1
CENTRAL;ITAUGUA;SAN JOSE
CENTRAL;ITAUGUA;ASENT. MBOKAJATY DEL SUR
CENTRAL;ITAUGUA;UNION GUARANI
CENTRAL;ITAUGUA;6 DE ENERO
CENTRAL;ITAUGUA;ALDAMA CAÑADA
CENTRAL;ITAUGUA;ALDAMA CAÑADA
CENTRAL;ITAUGUA;ASENT. ITAUGUA GUASU
CENTRAL;ITAUGUA;ASENT. ÑU PO'I
CENTRAL;ITAUGUA;ÑU PO'I
CENTRAL;ITAUGUA;POTRERO GUASU
CENTRAL;ITAUGUA;POTRERITO
CENTRAL;ITAUGUA;GUASU VIRA
CENTRAL;ITAUGUA;OKARA POTY
CENTRAL;ITAUGUA;ARSENIO ERICO
GUAIRA;GENERAL EUGENIO A. GARAY;SAN ROQUE GONZALEZ DE SANTA CRUZ SUB-URBANO
CENTRAL;ITAUGUA;BARRIO 6
CENTRAL;ITAUGUA;YVYRATY
CENTRAL;GUARAMBARE;ASENT. LIBRADA
CENTRAL;ITA;CALLE P'OI
CENTRAL;ITAUGUA;CAÑADITA
CENTRAL;GUARAMBARE;VILLA LAURA SUB-URBANO
CENTRAL;ITAUGUA;POTRERO
CENTRAL;ITAUGUA;GUADALUPE
CENTRAL;ITAUGUA;VIRGEN DEL ROSARIO
CENTRAL;ITAUGUA;SAN ROQUE
CENTRAL;ITAUGUA;MBOKAJATY DEL SUR 2
GUAIRA;GENERAL EUGENIO A. GARAY;ÑANDU KUA KILOMETRO 22
CENTRAL;ITAUGUA;YKUA NARANJA
CENTRAL;ITA;PARANAMBU 2
CENTRAL;FERNANDO DE LA MORA;DOMINGO SAVIO
SAN PEDRO;CAPIIBARY;ASENT. 30 DE AGOSTO
CORDILLERA;ISLA PUCU;SAN FRANCISCO
CENTRAL;ITAUGUA;GUAJAIVITY 1
CENTRAL;ITAUGUA;ASENT. MBOKAJATY DEL NORTE
CENTRAL;ITAUGUA;VALLE KARE
CORDILLERA;ISLA PUCU;SAN ROQUE
CENTRAL;ITAUGUA;ITA GUASU
CONCEPCION;HORQUETA;COSTA CLAVEL
CENTRAL;ITA;CALLE YVATE
CENTRAL;ITA;ASENT. SAN CRISTOBAL-AVEIRO
CENTRAL;ITAUGUA;YVYRATY
CENTRAL;ITAUGUA;MBOKAJATY DEL SUR
CENTRAL;ITAUGUA;ITAUGUA GUASU
CENTRAL;ITA;ASENT. ITA POTRERO
CENTRAL;ITA;KUARAHY RESE AVEIRO SUB-URBANO
CENTRAL;ITA;OCULTO
CENTRAL;ITA;TAPE TUJA
CENTRAL;GUARAMBARE;RINCON LOMA'I
CENTRAL;ITA;KARAGUATAYTY
CENTRAL;ITA;ASENT. KARAGUATAITY
CENTRAL;ITA;MARIA AUXILIADORA SUB-URBANO
CENTRAL;ITA;LAS PIEDRAS
CENTRAL;ITA;CERRO KORA
CENTRAL;ITA;KA'AGUASU
CENTRAL;ITA;AVEIRO
CENTRAL;ITA;30 DE AGOSTO
CENTRAL;FERNANDO DE LA MORA;VILLA OFELIA
CENTRAL;ITA;SAN ANTONIO - FRACCION LAS PERLAS
CENTRAL;ITA;ASENT. VY'A RENDA-SAN ANTONIO
CENTRAL;ITA;YHOVY
CENTRAL;ITA;ITA POTRERO
CENTRAL;ITA;POTRERO PO'I
SAN PEDRO;GENERAL RESQUIN;NARANJITO  CALLE MARIA AUXILIADORA
CENTRAL;FERNANDO DE LA MORA;ESTANZUELA
CONCEPCION;SAN LAZARO;VALLEMI SAN JOSE SUB-URBANO
CORDILLERA;EUSEBIO AYALA;ASENT. SAN ANTONIO
CENTRAL;ITA;HUGUA ÑARO
CENTRAL;FERNANDO DE LA MORA;RESIDENTAS
CONCEPCION;SAN LAZARO;VALLEMI VIRGEN DE FATIMA SUB-URBANO
CENTRAL;ITA;VALLE JO'A
CENTRAL;GUARAMBARE;NUEVA ESPERANZA SUB-URBANO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN JUAN
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ALDEA TIEGRE
CENTRAL;ITA;SAN BLAS
CENTRAL;ITA;PEGUAHO
CENTRAL;GUARAMBARE;RINCON LOMA'I SUB-URBANO
CENTRAL;GUARAMBARE;RINCON
CENTRAL;GUARAMBARE;ALEGRE
CONCEPCION;LORETO;SANTO DOMINGO 2
CENTRAL;GUARAMBARE;SAN MIGUEL
CONCEPCION;BELEN;SAGRADA FAMILIA
CENTRAL;GUARAMBARE;TYPYCHATY
CENTRAL;FERNANDO DE LA MORA;LAGUNA GRANDE
CORDILLERA;NUEVA COLOMBIA;SAN CAYETANO
CENTRAL;GUARAMBARE;KAUGUA
CENTRAL;GUARAMBARE;FELSINA
CONCEPCION;SGTO. JOSE FELIX LOPEZ;MARANEY
CENTRAL;GUARAMBARE;YVYSUNU
CORDILLERA;SAN BERNARDINO;NUESTRA SEÑORA DE LA ASUNCIÓN
CENTRAL;FERNANDO DE LA MORA;CENTRAL
CENTRAL;CAPIATA;PUERTA DEL SOL
CENTRAL;FERNANDO DE LA MORA;BERNARDINO CABALLERO
CENTRAL;CAPIATA;ROBERTO L. PETIT
CENTRAL;FERNANDO DE LA MORA;KOKUE GUASU
CONCEPCION;HORQUETA;SAN AGUSTIN
CENTRAL;FERNANDO DE LA MORA;SAN JUAN
CENTRAL;AREGUA;CONAVI TAJY POTY
CENTRAL;FERNANDO DE LA MORA;PITIANTUTA
CENTRAL;FERNANDO DE LA MORA;TRES BOCAS
CENTRAL;FERNANDO DE LA MORA;ITA KA'AGUY
CENTRAL;FERNANDO DE LA MORA;ORILLA DEL CAMPO GRANDE
CENTRAL;CAPIATA;COSTA SALINAS
CENTRAL;CAPIATA;SANTA LIBRADA
CENTRAL;CAPIATA;SANTISIMA CRUZ
CENTRAL;CAPIATA;ARATIRI
GUAIRA;ITAPE;SAN ISIDRO LABRADOR
CONCEPCION;SGTO. JOSE FELIX LOPEZ;PIRI POTY
CENTRAL;CAPIATA;CERRITO
CONCEPCION;SGTO. JOSE FELIX LOPEZ;PUENTESIÑO ESTE
CENTRAL;CAPIATA;TORREMOLINOS
CONCEPCION;SGTO. JOSE FELIX LOPEZ;PUENTESIÑO SUR
CENTRAL;CAPIATA;LOMA CLAVEL
CENTRAL;CAPIATA;VIRGEN DEL PILAR
CENTRAL;CAPIATA;SANTA RITA
CENTRAL;CAPIATA;SAN JORGE
CONCEPCION;BELEN;VIRGEN DE LA PAZ
CENTRAL;CAPIATA;CASCO URBANO
CENTRAL;AREGUA;VILLA ROSITA
CENTRAL;CAPIATA;POSTA YVYKUA
CENTRAL;AREGUA;FRACCION ALICIA
CENTRAL;CAPIATA;SAN MIGUEL
CENTRAL;AREGUA;ASENT. COSTA FLEITAS
CENTRAL;CAPIATA;SAN ROQUE
CENTRAL;CAPIATA;CAPSA
CENTRAL;CAPIATA;CANDELARIA
CENTRAL;CAPIATA;LAURELTY
CENTRAL;AREGUA;ASENT. DIVINO NIÑO JESUS
CENTRAL;CAPIATA;ARRUA
CENTRAL;AREGUA;FRACCION YVOTY
CENTRAL;AREGUA;CAACUPEMI SAN MIGUEL
CENTRAL;CAPIATA;COSTA SALINARES
CENTRAL;AREGUA;KOKUE GUASU
CENTRAL;CAPIATA;URUGUAY
CENTRAL;AREGUA;DIVINO NIÑO JESUS
CENTRAL;AREGUA;JUKYRY
CENTRAL;AREGUA;JUKYTY
CENTRAL;AREGUA;SAN MIGUEL
CENTRAL;AREGUA;PINDOLO
CENTRAL;AREGUA;SANTO DOMINGO
CENTRAL;AREGUA;SAN ROQUE
CENTRAL;AREGUA;LAS MERCEDES
CENTRAL;AREGUA;SAN CAYETANO
CENTRAL;AREGUA;BOQUERON
SAN PEDRO;GENERAL ELIZARDO AQUINO;SAN FRANCISCO 2
CENTRAL;AREGUA;SAN MIGUEL
CENTRAL;AREGUA;VILLA SALVADOR
CENTRAL;AREGUA;KOKUE GUASU SAN ANTONIO
SAN PEDRO;SAN PEDRO DEL YKUAMANDIYU;SAN MIGUEL
CONCEPCION;SGTO. JOSE FELIX LOPEZ;ASENT. 6 DE ENERO
CENTRAL;AREGUA;ESTANZUELA
CONCEPCION;SGTO. JOSE FELIX LOPEZ;29 DE JUNIO
MISIONES;SANTIAGO;CAACUPE
CONCEPCION;SGTO. JOSE FELIX LOPEZ;ASENT. NORTE PYAJHU
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;CENTRO
CONCEPCION;LORETO;PIRITY SAN CARLOS
CONCEPCION;AZOTEY;KURUSU DE HIERRO SAN FRANCISCO
CONCEPCION;AZOTEY;KURUSU DE HIERRO SAN ROQUE
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;12 DE OCTUBRE
CONCEPCION;AZOTEY;KURUSU DE HIERRO SANTO DOMINGO
CONCEPCION;AZOTEY;KURUSU DE HIERRO CRISTO REY
CONCEPCION;AZOTEY;ZANJA MOROTI
CONCEPCION;AZOTEY;SAN BLAS
CONCEPCION;YVY YA´U;SAGRADA FAMILIA
CONCEPCION;AZOTEY;ZONA DE ESTANCIAS
CONCEPCION;YVY YA´U;AQUIDABAN POTY
CONCEPCION;AZOTEY;PASO TUYA
CONCEPCION;HORQUETA;CAPITAN SOSA
CONCEPCION;YVY YA´U;MBOCAYA´I
CONCEPCION;LORETO;HUGUA TORALES SAN MARCOS
CONCEPCION;YVY YA´U;PASIÑO
CONCEPCION;HORQUETA;CARAGUATAY
CONCEPCION;YVY YA´U;SANTO DOMINGO
CONCEPCION;YVY YA´U;MEDALLA MILAGROSA
CONCEPCION;YVY YA´U;AGUIJE PYAHU
CONCEPCION;LORETO;POTRERO TACUARA
CONCEPCION;YVY YA´U;SAN JUAN
CONCEPCION;YVY YA´U;SAN RAMON 1
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;SO'O KANGUE'I
CONCEPCION;LORETO;LAS PALMAS
CONCEPCION;LORETO;ZANJA KUE FATIMA
CONCEPCION;LORETO;CAÑADA LA PAZ
CONCEPCION;YVY YA´U;SAN ROQUE GONZALEZ DE SANTA CRUZ
CONCEPCION;LORETO;CAÑADA LOURDES
CONCEPCION;YVY YA´U;SAN MIGUEL 1
CONCEPCION;YVY YA´U;CERRO MOJON
CONCEPCION;YVY YA´U;SAN PEDRO
CONCEPCION;YVY YA´U;MARIA  AUXILIADORA 1
CONCEPCION;YVY YA´U;SANTA ANA 2
CONCEPCION;LORETO;VIRGEN DEL CAMINO
CONCEPCION;LORETO;LAGUNA MBOHAPY
CONCEPCION;YVY YA´U;CRISTO REY
CONCEPCION;LORETO;SANTA LIBRADA
CONCEPCION;YVY YA´U;CAÑADA AQUIDABAN
CONCEPCION;LORETO;YKUA PORA
CONCEPCION;HORQUETA;SAN ANTONIO
CONCEPCION;YVY YA´U;VILLA REAL
CONCEPCION;LORETO;FATIMA
CONCEPCION;LORETO;ANDERI
CONCEPCION;YVY YA´U;CIERVO POTRERO
CONCEPCION;SAN LAZARO;ASENT. 1RO DE MAYO
CONCEPCION;YVY YA´U;PUNTA PORA ÑU
CONCEPCION;YVY YA´U;COLONIA BERNARDINO CABALLERO
CONCEPCION;YVY YA´U;NARANJAY
CONCEPCION;YVY YA´U;MARIA AUXILIADORA 2
CONCEPCION;YVY YA´U;VILLALBA KUE
CONCEPCION;SAN LAZARO;VALLEMI SAN JUAN SUB URBANO
CONCEPCION;YVY YA´U;SAN RAMON 2
CONCEPCION;SAN LAZARO;VIRGEN DEL CARMEN
CONCEPCION;SAN LAZARO;SANTO DOMINGO
CONCEPCION;LORETO;SANTO DOMINGO
CONCEPCION;SAN LAZARO;JAGUARETE CUA
CONCEPCION;HORQUETA;SANTA TERESITA
CONCEPCION;LORETO;SAN JOSEMI
CONCEPCION;HORQUETA;SAN RAFAEL
CONCEPCION;HORQUETA;NARANJATY GUASU
CONCEPCION;LORETO;SAN MIGUEL
CONCEPCION;LORETO;SAN ROQUE
CONCEPCION;LORETO;SANTO DOMINGO 1
CONCEPCION;HORQUETA;CAPITAN GIMENEZ
CONCEPCION;LORETO;SAN VICENTE
CONCEPCION;LORETO;HUGUA BONETE VIRGEN DEL CARMEN
CONCEPCION;LORETO;HUGUA BONETE DE LA ASUNCION
CONCEPCION;LORETO;HUGUA BONETE
CONCEPCION;LORETO;CERRITO NARANJATY
CONCEPCION;HORQUETA;SANTA LIBRADA
SAN PEDRO;CAPIIBARY;ASENT. JAHAPE
CONCEPCION;LORETO;DOMINGUEZ NIGO
CONCEPCION;LORETO;PASO SENDA
CONCEPCION;LORETO;ASENT. SANTO DOMINGO-DIVINO NIÑO JESUS
CONCEPCION;HORQUETA;CUARTELERO
CONCEPCION;LORETO;VILLA DON BOSCO
CONCEPCION;HORQUETA;INMACULADA
CONCEPCION;LORETO;ISLERIA
CONCEPCION;HORQUETA;PEGUAJHO POTY
CONCEPCION;HORQUETA;SAN ROQUE
CONCEPCION;HORQUETA;PEGUAJHO PO´I
SAN PEDRO;GUAJAYVI;LOURDES
CONCEPCION;HORQUETA;PEGUAJHO LOMA
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;VILLA FLORIDA
CONCEPCION;BELEN;SANTA ELENA
CONCEPCION;HORQUETA;SAN SEBASTIAN
CONCEPCION;HORQUETA;CALLE 10 ORO VERDE
CONCEPCION;HORQUETA;COSTA ROMERO
CONCEPCION;HORQUETA;YKUA PORA
CONCEPCION;HORQUETA;SANTO DOMINGO 1
CONCEPCION;BELEN;CAACUPEMI
CONCEPCION;HORQUETA;SAN ROQUE
CONCEPCION;HORQUETA;CALLE 11 ALEMAN KUE
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ZONA RANCHO 8
CONCEPCION;HORQUETA;PEGUAJHO GUASU
CONCEPCION;HORQUETA;SAN MIGUEL 1
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;ZONA LOLITA
CONCEPCION;BELEN;SAN MIGUEL
CONCEPCION;HORQUETA;ESPAJIN
CONCEPCION;HORQUETA;SANTO DOMINGO 2
CONCEPCION;BELEN;REQUEJO
CONCEPCION;HORQUETA;ARROYO PASITO
CONCEPCION;BELEN;SANTA CECILIA
CONCEPCION;HORQUETA;CEPINGO CAÑADA
CAAGUAZU;CECILIO BAEZ;TORORO
CONCEPCION;HORQUETA;ALFONSO KUE
CONCEPCION;HORQUETA;PASO MBUTU
CONCEPCION;HORQUETA;TOTORA
CONCEPCION;HORQUETA;CHOFERES DEL CHACO
CONCEPCION;HORQUETA;NUCLEO 4
CONCEPCION;HORQUETA;NUCLEO 3
CONCEPCION;HORQUETA;SAN ANTONIO 2
CONCEPCION;HORQUETA;KUERO FRESCO
CONCEPCION;HORQUETA;LAS PALMAS
CONCEPCION;HORQUETA;SALINAS KUE
GUAIRA;COLONIA INDEPENDENCIA;MELGAREJO
CONCEPCION;HORQUETA;PRIMAVERA
CONCEPCION;HORQUETA;BELEN KUE
CONCEPCION;BELEN;SANTA LUCIA
CONCEPCION;HORQUETA;NARANJATY VALLE´I
ÑEEMBUCU;SAN JUAN BAUTISTA DE ÑEEMBUCU;ÑEEMBUCU SUR
CONCEPCION;HORQUETA;LAS MERCEDES
CONCEPCION;HORQUETA;BRASIL KUE
CONCEPCION;HORQUETA;SAN JUAN
CONCEPCION;HORQUETA;MARIA AUXILIADORA
CONCEPCION;BELEN;ASENT. SANTA ROSA
CONCEPCION;HORQUETA;FATIMA
CONCEPCION;BELEN;POTRERITO
CONCEPCION;BELEN;COLONIA SAN MARTIN
ITAPUA;ENCARNACION;POLIY
CONCEPCION;BELEN;FATIMA
CONCEPCION;BELEN;NIÑO SALVADOR
CONCEPCION;BELEN;SANTA LIBRADA
CONCEPCION;BELEN;COLONIA SAN ANTONIO
CONCEPCION;BELEN;MARIA AUXILIADORA
CONCEPCION;BELEN;HIPICO
CONCEPCION;BELEN;SAN LUIS
CONCEPCION;BELEN;SAN FELIPE
CONCEPCION;CONCEPCION;CARLOS ANTONIO LOPEZ
CONCEPCION;BELEN;KILOMETRO 16
CONCEPCION;BELEN;SANTO DOMINGO
CONCEPCION;BELEN;MBOREVI YGUA
CONCEPCION;CONCEPCION;ASENT. 8 DE NOVIEMBRE
CONCEPCION;BELEN;LEMOS
CONCEPCION;CONCEPCION;PANCHITO LOPEZ
CONCEPCION;BELEN;PEGUAJHO MI
CONCEPCION;BELEN;8 DE DICIEMBRE
CONCEPCION;CONCEPCION;ITACUA SUB-URBANO
CONCEPCION;CONCEPCION;SAN JUAN 1
CONCEPCION;CONCEPCION;PUERTO ITACUA
CONCEPCION;CONCEPCION;CAACUPEMI
PRESIDENTE HAYES;PUERTO PINASCO;COM INDIG LA PATRIA - LAS FLORES 8
CONCEPCION;CONCEPCION;PIO X
CONCEPCION;CONCEPCION;HUGUA IBAÑEZ
CONCEPCION;CONCEPCION;SAN NICOLAS
SAN PEDRO;YATAITY DEL NORTE;YSAU
CONCEPCION;CONCEPCION;COLONIA SAN ALFREDO-MARIA AUXILIADORA
CONCEPCION;CONCEPCION;SAN BLAS
CONCEPCION;CONCEPCION;SAN FRANCISCO
CONCEPCION;CONCEPCION;MARIA AUXILIADORA
CONCEPCION;CONCEPCION;HUGUA TADEO
CONCEPCION;CONCEPCION;ASENT. SAN FRANCISCO
GUAIRA;MBOCAYATY;MANUEL GONDRA
CONCEPCION;CONCEPCION;COSTA FERREIRA
CONCEPCION;CONCEPCION;SAGRADA FAMILIA
CONCEPCION;CONCEPCION;KURUSU ISABEL
CONCEPCION;CONCEPCION;COSTA PUKU
CONCEPCION;CONCEPCION;SAN JOSE OBRERO
CONCEPCION;CONCEPCION;ISLA TUYU
CONCEPCION;CONCEPCION;PASO ITA
CORDILLERA;ALTOS;YVU
CONCEPCION;CONCEPCION;COL ROBERTO L PETIT
CONCEPCION;CONCEPCION;SAN ANTONIO
CONCEPCION;CONCEPCION;KO'E PORA
CONCEPCION;CONCEPCION;HUGUA ZARZA
SAN PEDRO;GENERAL RESQUIN;NARANJITO CALLE SAN ANTONIO
CONCEPCION;CONCEPCION;KURUSU ÑU
CONCEPCION;CONCEPCION;BOQUERON
CONCEPCION;CONCEPCION;COLONIA RECONSTRUCCION
CONCEPCION;CONCEPCION;PRIMAVERA
CONCEPCION;CONCEPCION;SANTA ROSA 2
CONCEPCION;CONCEPCION;PASO BARRETO SUB-URBANO
SAN PEDRO;GENERAL ELIZARDO AQUINO;MARIA AUXILIADORA 1
CONCEPCION;CONCEPCION;COLONIACORONEL MONGELOS
CONCEPCION;CONCEPCION;PUERTO MAX
PRESIDENTE HAYES;VILLA HAYES;CERRO
CONCEPCION;CONCEPCION;JAGUARETE POTRERO
GUAIRA;CORONEL MARTINEZ;VIRGEN DE FATIMA
CONCEPCION;CONCEPCION;HUGUA GONZALEZ
SAN PEDRO;GENERAL RESQUIN;SAN VICENTE CALLE SAN BLAS
CONCEPCION;CONCEPCION;PASO HORQUETA-SANTA LUCIA
;;
;;
;;
CONCEPCION;CONCEPCION;PASO BARRETO
CONCEPCION;CONCEPCION;GUYRATI
CONCEPCION;CONCEPCION;VILLA REDENCION
CONCEPCION;CONCEPCION;PUEBLO RA
CONCEPCION;CONCEPCION;MBOCAYATY
CONCEPCION;CONCEPCION;CANDIDO SILVA KILOMETRO 10
CONCEPCION;CONCEPCION;BANCO CHACO'I
CONCEPCION;CONCEPCION;INMACULADA
CONCEPCION;CONCEPCION;INDUSTRIAL
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG YALVE SANGA-JERICÓ
CONCEPCION;CONCEPCION;SAN LUIS
CONCEPCION;CONCEPCION;VILLA ALTA
CONCEPCION;CONCEPCION;VILLA OLIVA
CONCEPCION;CONCEPCION;SAN CARLOS
CONCEPCION;CONCEPCION;VILLA ARMANDO
CONCEPCION;CONCEPCION;CIUDAD NUEVA
CONCEPCION;CONCEPCION;SAN CARLOS
CORDILLERA;TOBATI;VIRGEN DE LOS REMEDIOS
CONCEPCION;CONCEPCION;SANTA ROSA 1
PRESIDENTE HAYES;TTE 1RO MANUEL IRALA FERNANDEZ;COM INDIG YALVE SANGA-BETANIA
CONCEPCION;CONCEPCION;RINCON I
ITAPUA;SAN JUAN DEL PARANA;SANTA RITA
CONCEPCION;CONCEPCION;SALADILLO
CONCEPCION;CONCEPCION;SAGRADA FAMILIA
CORDILLERA;VALENZUELA;VIRGEN DEL CARMEN
CONCEPCION;CONCEPCION;ITACURUBI
CONCEPCION;CONCEPCION;SAN ANTONIO DE GUZMAN
CONCEPCION;CONCEPCION;ASENT. SANTA MARIA
CORDILLERA;SAN JOSE OBRERO;SAN ANTONIO
CORDILLERA;SAN JOSE OBRERO;SAN PEDRO
CORDILLERA;VALENZUELA;OJOPOI
CORDILLERA;SAN JOSE OBRERO;ALFONSO CENTRAL
CORDILLERA;SAN JOSE OBRERO;LIBERTAD
CORDILLERA;SAN JOSE OBRERO;SAN BLAS
CORDILLERA;SAN JOSE OBRERO;TRANQUERA
CORDILLERA;VALENZUELA;SAN BLAS
PRESIDENTE HAYES;VILLA HAYES;COM INDIG YANEKYAHA- ESPINILLO
CORDILLERA;VALENZUELA;POTRERITO
CORDILLERA;NUEVA COLOMBIA;SANTA LUCIA
CORDILLERA;PRIMERO DE MARZO;SARGENTO BAEZ
CORDILLERA;TOBATI;SANTA LUCIA
CORDILLERA;VALENZUELA;ÑU GUASU
GUAIRA;SAN SALVADOR;FATIMA
CORDILLERA;VALENZUELA;COLONIA PIRARETA
SAN PEDRO;TACUATI;ASENT. 6 DE ENERO
CORDILLERA;VALENZUELA;KURUPAYTY
CORDILLERA;VALENZUELA;CERRO PERO
BOQUERON;LOMA PLATA;COM INDIG YALVE SANGA-10 DE AGOSTO
GUAIRA;MBOCAYATY;SANTA LIBRADA
CORDILLERA;VALENZUELA;ROSADO YVATE
CORDILLERA;VALENZUELA;SAN ROQUE
CORDILLERA;VALENZUELA;CENTRO
CORDILLERA;VALENZUELA;SAN FRANCISCO
CORDILLERA;TOBATI;SAN BLAS
CORDILLERA;VALENZUELA;POTRERO JAKAREY
CORDILLERA;TOBATI;VIRGEN DE FATIMA
GUAIRA;SAN SALVADOR;SAN FRANCISCO
CORDILLERA;TOBATI;SAN ANTONIO
CORDILLERA;VALENZUELA;TACUATI
CORDILLERA;TOBATI;MARIA AUXILIADORA
CORDILLERA;TOBATI;SAN FRANCISCO
CORDILLERA;TOBATI;SAN CAYETANO
CORDILLERA;TOBATI;ROSADO
CORDILLERA;TOBATI;COSTA ALEGRE
GUAIRA;YATAITY;TAJAMAR
CORDILLERA;TOBATI;PEDRO JUAN CABALLERO
CORDILLERA;TOBATI;VILLA LAS MERCEDES
CORDILLERA;TOBATI;MOMPOX
CORDILLERA;TOBATI;SANTA ROSA
CORDILLERA;TOBATI;LOMA VERDE
CORDILLERA;TOBATI;ASENT. SAN CAYETANO
CORDILLERA;TOBATI;CRISTO REY
CORDILLERA;TOBATI;SAN JOSE
CORDILLERA;TOBATI;HU YVATY
CORDILLERA;ITACURUBI DE LA CORDILLERA;SOL NACIENTE
CORDILLERA;TOBATI;ASENT. CORONILLO
CORDILLERA;EUSEBIO AYALA;ASENT. 4 DE OCTUBRE
CORDILLERA;SAN BERNARDINO;CIERVO KUA
CORDILLERA;PRIMERO DE MARZO;SAN BLAS
CORDILLERA;SAN BERNARDINO;YVY ANGUY SEGUNDA
CORDILLERA;SAN BERNARDINO;BARRIO 5
CORDILLERA;PRIMERO DE MARZO;BOQUERON
CORDILLERA;SAN BERNARDINO;YVU
CORDILLERA;SAN BERNARDINO;CASCO HISTORICO
GUAIRA;ITAPE;INMACULADA CONCEPCION
CORDILLERA;JUAN DE MENA;SANTO DOMINGO
CORDILLERA;PIRIBEBUY;MARIA AUXILIADORA
CORDILLERA;SAN BERNARDINO;CRISTOBAL COLON
CORDILLERA;JUAN DE MENA;SAN ANTONIO
CORDILLERA;PRIMERO DE MARZO;8 DE DICIEMBRE
CORDILLERA;SAN BERNARDINO;YVY ANGUY SEGUNDA
